run_id,year,trades,wins,losses,win_rate_pct,profit_factor,net_profit,return_pct,max_drawdown_pct,score
32,2022,139,65,74,46.76258992805755,0.923205324866445,-72.26340518798139,-7.22634051879814,17.992549682903956,1.0523650358793426
32,2023,85,34,51,40.0,0.845201643932144,-83.68185989826861,-8.368185989826861,16.326522804397673,0.6011281640735557
32,2024,140,67,73,47.85714285714286,0.9694524654095802,-23.548267565711654,-2.354826756571166,13.076608814360528,1.1797533424135138
32,2025,125,63,62,50.4,1.1481475348244712,83.58540653177845,8.358540653177844,9.165851099655972,1.3036375517226118
32,2026,67,34,33,50.74626865671642,1.1722362221838027,63.146517887783034,6.3146517887783045,6.750325260916826,0.7323813311212753
33,2022,123,63,60,51.21951219512195,0.7895788687094935,-205.5497540196683,-20.554975401966832,27.742038758679165,0.7017563192937712
33,2023,78,39,39,50.0,0.8778672548521688,-59.43260768106832,-5.943260768106832,16.348531173707944,0.5727921053625324
33,2024,125,67,58,53.6,0.929002448644776,-48.878520568749806,-4.887852056874981,12.519945554248771,1.0158648098460152
33,2025,109,62,47,56.88073394495413,1.0138550554066248,6.209025534423619,0.6209025534423619,11.133438020112486,0.9820661630070748
33,2026,61,34,27,55.73770491803278,1.052728520328449,15.819707068946595,1.5819707068946594,4.923014422481367,0.6105505515002939
34,2022,180,101,79,56.111111111111114,0.9625730288307023,-25.553523668029058,-2.555352366802906,11.664788005593161,1.5305236661134507
34,2023,100,48,52,48.0,0.8639483132863802,-53.57757208168975,-5.357757208168975,11.216342954092223,0.7670449075220848
34,2024,173,99,74,57.22543352601156,1.0622667681364917,35.17254093949831,3.5172540939498314,8.784521619156036,1.6762864656290262
34,2025,150,85,65,56.666666666666664,1.0614195255662393,30.40971267448133,3.040971267448133,9.765869068073291,1.4366440266547136
34,2026,78,47,31,60.256410256410255,1.1042211026324782,28.511328421531903,2.85113284215319,3.057516570606147,0.8349583003658211
35,2022,179,68,111,37.988826815642454,1.0206614440551658,19.36497548696805,1.9364975486968048,15.016685303841786,1.5526315493009202
35,2023,99,35,64,35.35353535353536,1.030336556442749,16.154568460712568,1.6154568460712566,13.32865475779311,0.8840764884512491
35,2024,171,66,105,38.59649122807017,1.1137126327213267,106.71508113027161,10.671508113027162,9.800961192294519,1.7177943335488135
35,2025,149,65,84,43.624161073825505,1.2856971317305483,224.44645460625713,22.444645460625715,11.649232240467319,1.6925256975498821
35,2026,77,32,45,41.55844155844156,1.0689568608543136,36.45371861574954,3.645371861574954,8.503368519540695,0.7531058301389373
36,2022,180,54,126,30.0,1.0725569747708366,80.54630613808192,8.054630613808191,20.20412826223162,1.5405411382247258
36,2023,100,27,73,27.0,1.0546260942175478,35.82451093545301,3.582451093545301,14.772243052099181,0.8988341642888711
36,2024,171,46,125,26.900584795321635,1.0211004378159563,25.902824526776953,2.5902824526776955,15.10149827954842,1.4823972434310881
36,2025,148,49,99,33.108108108108105,1.2406284886501857,224.17116031409495,22.417116031409495,15.716946259585777,1.5475465721957287
36,2026,76,26,50,34.21052631578947,1.1938403043843557,115.36954376897614,11.536954376897613,8.227950067205212,0.8326649073956546
37,2022,191,72,119,37.696335078534034,1.0162322217662076,16.24663903605594,1.6246639036055939,17.288684109068896,1.6054295723792082
