timestamp,signal,signal_reason,open,high,low,close,volume,adx,rsi,atr,bb_lower,bb_middle,bb_upper,swing_low,swing_high,volume_score,long_candle_score,short_candle_score,score,size_multiplier,stop_price
2022-01-08 01:00:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,41985.7,42247.36,41923.99,42174.84,3679.463,18.265853687791168,65.93136078410615,223.42797398549732,41381.66127856149,41747.792499999996,42113.9237214385,41300.0,42056.36,1,0,0,1,1.0,42101.0455947971
2022-01-08 15:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41738.25,41792.14,41300.0,41580.11,8441.192,14.865994611102096,33.87177315364809,179.59176881697297,41664.946333799286,41868.002499999995,42071.058666200704,41560.0,42028.11,1,0,0,1,1.0,41524.081646236606
2022-01-09 16:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,41759.98,42132.48,41745.5,42127.99,6993.092,16.81301530943413,65.72316638140127,199.4731196191548,41350.87610307438,41657.955,41965.033896925626,41170.0,41675.0,1,0,0,1,1.0,41714.89462392383
2022-01-09 19:15:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42058.12,42664.04,42025.87,42586.51,8470.445,20.802029506277755,68.3577567795736,237.13652597404882,41290.4198742049,41871.274,42452.1281257951,41882.76,42288.0,1,0,0,1,1.0,42335.42730519481
2022-01-10 11:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41627.49,41670.0,41533.04,41570.19,2180.384,15.235182019494616,34.30629130297504,152.5527882069856,41584.133935292724,41839.7145,42095.29506470728,41727.9,41970.0,1,0,1,1,1.0,41697.3894423586
2022-01-10 11:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41570.19,41620.0,41422.0,41564.26,3200.075,17.35272143608214,34.066879500688,155.79901762077236,41542.652622048096,41822.18550000001,42101.71837795192,41727.9,41970.0,1,0,0,1,1.0,41696.74019647585
2022-01-10 12:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41564.26,41612.0,41350.0,41375.55,4421.515,19.649225028470315,27.49181396324103,163.3848020764315,41467.54703447725,41788.381,42109.214965522755,41727.9,41970.0,1,0,0,1,1.0,41695.223039584715
2022-01-11 02:15:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,41852.1,42200.0,41850.26,42140.65,4389.209,15.827489129529626,65.46496638892881,229.65347480337925,41504.85331791259,41757.5865,42010.31968208741,41537.0,42082.58,1,1,0,1,1.0,42128.51069496068
2022-01-11 02:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42140.66,42249.0,42074.63,42166.04,4338.803,17.721124737561237,66.0748567699714,225.70465517456665,41477.222476990544,41782.4675,42087.71252300945,41537.0,42082.58,1,0,0,1,1.0,42127.72093103491
2022-01-11 02:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42166.03,42369.99,42128.1,42146.26,5860.519,19.843979818951805,65.11016413959345,226.86075123352614,41464.14032039245,41804.9475,42145.754679607555,41537.0,42082.58,1,0,0,1,1.0,42127.95215024671
2022-01-11 10:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41776.78,41785.96,41561.25,41619.09,3234.175,19.08378585283139,34.50236341192485,181.20686775692263,41700.82886169617,42026.117,42351.405138303824,41826.11,42134.99,1,0,0,1,1.0,41789.86862644862
2022-01-11 14:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41750.0,41750.67,41333.03,41354.17,8047.638,18.635068807301472,32.86390020484728,189.50891844931874,41484.97721248615,41781.7405,42078.50378751385,41575.36,41950.0,1,0,1,1,1.0,41537.45821631014
2022-01-11 16:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42433.06,42919.0,42405.0,42755.34,14547.347,20.403187624698084,68.14390415652196,300.2138990786211,41187.62256327145,41821.1465,42454.67043672856,41400.0,42200.0,1,0,0,1,1.0,42260.042779815725
2022-01-13 14:15:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,43957.0,44300.0,43920.0,44158.62,10081.992,18.73703506744976,67.67983092111032,159.58863013231513,43534.890381389916,43790.957500000004,44047.02461861009,43660.88,43798.83,1,0,0,1,1.0,43830.747726026464
2022-01-13 14:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,44158.62,44396.68,44059.56,44141.22,11386.89,21.271885554601344,66.56694927846323,172.26944226572138,43513.31391448387,43810.435,44107.556085516124,43660.88,43798.83,1,0,0,1,1.0,43833.283888453145
2022-01-13 15:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,43755.01,43762.5,43093.02,43274.5,22896.966,21.935113911773254,33.47106510192246,232.89212997732892,43386.869061724,43784.8745,44182.879938276,43660.88,44396.68,1,0,0,1,1.0,43614.30157400453
2022-01-14 10:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42477.84,42514.64,41860.0,42059.75,13535.009,21.903834256010363,29.154408697708377,194.22696867216652,42203.13364954486,42584.5045,42965.87535045514,42340.0,42687.35,1,0,1,1,1.0,42301.15460626557
2022-01-15 12:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42938.06,42944.99,42587.91,42699.99,6766.402,16.240319984763623,30.61112862488362,134.92239822856746,42802.30714377569,43013.174,43224.04085622431,42856.31,43092.32,1,0,0,1,1.0,42829.32552035429
2022-01-15 12:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42699.99,42712.13,42530.64,42700.0,5555.549,18.234401734381734,30.61205168467896,138.24865549795535,42745.59296284442,42994.4745,43243.35603715557,42856.31,43092.32,1,0,0,1,1.0,42828.66026890041
2022-01-15 15:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,43124.17,43324.28,43108.62,43247.0,3007.402,17.567624677322815,65.60445101550043,164.49345461773873,42671.703849003294,42978.365999999995,43285.028150996695,42721.11,43300.0,1,0,0,1,1.0,43332.89869092355
2022-01-15 15:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,43247.0,43389.66,43235.24,43370.01,3665.05,18.475712453037744,70.3547204982279,163.7739221450435,42643.85843254959,42992.615999999995,43341.3735674504,42721.11,43300.0,1,0,0,1,1.0,43332.75478442901
2022-01-15 16:00:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,43370.0,43400.0,43256.22,43307.92,2930.187,19.37272607705821,65.4418270755313,162.34578484896892,42631.10436355434,43005.538,43379.97163644566,42721.11,43300.0,0,0,0,0,0.5,43332.4691569698
2022-01-16 11:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42905.16,42906.21,42750.0,42841.13,5111.359,18.687313029889786,33.820331057282715,109.5466052054112,42927.432947215486,43102.682,43277.931052784515,43017.2,43169.42,1,0,0,1,1.0,42995.29067895892
2022-01-16 13:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42962.36,42962.99,42531.69,42595.61,9383.402,20.623474504656052,28.83170956329181,140.59034144520191,42763.493527476065,43016.738999999994,43269.98447252392,42750.0,43133.61,1,0,0,1,1.0,42721.88193171096
2022-01-16 19:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42844.16,42888.8,42768.87,42817.01,2349.665,18.535970546708285,33.876442471090684,140.29177722387928,42793.85897799222,43123.308,43452.757022007776,43119.96,43464.71,1,0,0,1,1.0,43091.901644555226
2022-01-17 03:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42738.79,42742.7,42606.0,42635.91,2986.028,19.426778278713,31.741440554295636,125.61229058623118,42640.10208887441,42920.712,43201.32191112559,42768.17,42970.0,1,0,0,1,1.0,42743.047541882755
2022-01-18 08:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41843.18,41926.08,41722.09,41744.5,3510.403,19.285098972312362,32.62897634048612,146.23088911473343,41811.704846992034,42059.5245,42307.344153007965,41855.0,42321.4,1,0,0,1,1.0,41825.75382217705
2022-01-20 13:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42026.41,42449.0,42018.4,42401.66,12087.0,17.305854179342294,71.99473767990122,140.49193892278697,41836.07429189234,42047.383,42258.69170810766,41923.0,42217.91,1,1,0,1,1.0,42246.00838778456
2022-01-20 13:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42401.66,42450.0,42329.07,42368.81,5976.61,19.647756425136546,69.26126245947653,139.09465757115936,41819.00893327012,42067.9745,42316.940066729876,41923.0,42217.91,1,0,0,1,1.0,42245.72893151423
2022-01-23 18:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,35112.99,35145.0,34855.0,34942.06,5646.709,20.482234791437666,30.683782950664977,198.46420404070633,34935.09056895135,35275.2105,35615.33043104865,35139.73,35424.39,1,0,0,1,1.0,35100.03715919186
2022-01-23 19:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,34940.42,35041.0,34872.52,34909.11,2512.912,21.705517945637908,29.71870254237571,196.3224751806561,34936.862493739376,35232.462,35528.06150626062,35139.73,35424.39,0,0,0,0,0.5,35100.465504963875
2022-01-23 23:00:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,35490.6,36435.89,35360.7,36352.38,18611.028,21.93920267343933,73.2036615101194,296.9644539096285,34562.264258429466,35225.6245,35888.98474157053,34588.8,35560.76,1,0,0,1,1.0,35620.15289078193
2022-01-24 09:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,34895.12,34928.45,34415.03,34711.03,17153.598,18.102236965429164,34.57125344003802,253.28508021101587,34782.932243782314,35081.9895,35381.04675621769,34798.2,35580.0,1,0,0,1,1.0,34747.54298395779
2022-01-24 09:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,34711.04,34824.51,34455.0,34505.87,7768.265,17.922887077627852,30.166268685835107,261.5868601959435,34663.20784586086,35046.0315,35428.855154139135,34798.2,35580.0,1,0,0,1,1.0,34745.88262796081
2022-01-24 09:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,34505.86,34671.14,34410.0,34500.0,7620.788,17.93746206418155,30.048296606157436,261.5549416105189,34566.515653128874,35015.7175,35464.919346871124,34798.2,35580.0,1,0,0,1,1.0,34745.88901167789
2022-01-24 10:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,34500.0,34584.37,33500.0,33853.39,28041.679,20.263771024362917,20.525861321313258,320.3274457811963,34279.4329822471,34955.6085,35631.78401775291,34798.2,35580.0,1,0,0,1,1.0,34734.13451084376
2022-01-26 03:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,37131.69,37419.81,37130.0,37358.73,6057.214,16.60758570155296,66.7455963695391,212.5023641048558,36507.83961441385,36855.412,37202.98438558614,36759.52,37038.0,1,0,0,1,1.0,37080.50047282097
2022-01-26 03:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,37358.74,37480.0,37312.47,37363.81,4999.023,18.297187565339033,66.86142146687183,209.29005238308028,36475.81744813913,36885.102999999996,37294.38855186086,36759.52,37038.0,1,0,0,1,1.0,37079.858010476615
2022-01-26 20:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,37548.79,37548.79,37056.38,37073.62,18470.847,21.786518899405372,32.694388726959545,399.67969792334895,37384.24823892812,37931.255,38478.26176107187,37363.22,38886.58,1,0,0,1,1.0,37283.28406041533
2022-01-27 01:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,36642.81,36648.0,36127.42,36235.88,9009.125,21.471378755778552,29.444794734522972,285.1877564327875,36172.96055137688,36690.086,37207.21144862313,36673.21,37067.62,1,0,0,1,1.0,36616.17244871344
2022-01-27 14:00:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,36806.08,36938.02,36733.4,36920.0,4406.267,14.332251114727596,66.65406135417504,189.98896196871004,36329.51496475379,36602.064,36874.613035246206,36523.0,36800.0,1,0,0,1,1.0,36837.99779239374
2022-01-27 14:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,36875.36,37200.0,36659.29,36972.38,14329.604,16.877120806030444,67.04736533730767,215.7044621056734,36310.0265872167,36640.390999999996,36970.75541278329,36523.0,36800.0,1,0,0,1,1.0,36843.140892421136
2022-01-27 20:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,36029.55,36058.66,35706.03,35890.77,8296.54,17.152537890337864,33.49586283558287,244.3075843921062,35872.81074537297,36251.7775,36630.744254627025,35850.0,36435.56,1,0,0,1,1.0,35801.13848312158
2022-01-27 20:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,35891.92,35991.44,35550.91,35574.0,6255.839,18.87846177103481,26.5646817071745,258.3234712212414,35755.88853210234,36199.2125,36642.53646789766,35850.0,36435.56,1,0,0,1,1.0,35798.335305755754
2022-01-27 21:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,35574.01,35727.99,35513.13,35578.12,7597.545,20.587602574438737,26.776909368983056,255.21893756258135,35656.72698956046,36152.7385,36648.75001043954,35850.0,36435.56,1,0,0,1,1.0,35798.95621248749
2022-01-27 21:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,35575.0,35822.42,35571.0,35657.44,3950.132,21.521732292173215,30.916357172705574,254.9475848795397,35590.56145128104,36114.354,36638.146548718956,35850.0,36435.56,0,0,1,0,0.5,35799.01048302409
2022-01-27 23:00:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,36683.89,37000.0,36675.01,36992.02,6343.988,21.87829438835616,66.85450871357442,314.7188376917322,35427.172274042285,36114.494,36801.81572595771,35513.13,36300.0,1,0,0,1,1.0,36362.943767538345
2022-01-28 08:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,36602.64,36665.0,36500.0,36505.94,3993.013,21.73426016102831,34.91666315569387,219.88579060938483,36551.862179829666,37066.2255,37580.588820170335,36935.08,37488.99,1,0,0,1,1.0,36891.10284187813
2022-01-28 20:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,37252.41,37745.85,37208.01,37606.97,8804.296,21.56960907318735,69.39843797970605,246.6277213367709,36702.820671878886,37064.2125,37425.60432812112,36752.04,37114.85,1,0,0,1,1.0,37164.17554426735
2022-01-29 13:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,37800.0,38211.05,37800.0,38045.31,8874.732,14.6251084044984,66.77542681210254,139.43236199734065,37559.949130897316,37743.123,37926.29686910268,37604.29,37894.96,1,0,0,1,1.0,37922.84647239947
2022-01-29 13:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,38045.31,38159.78,38022.0,38129.98,4044.086,16.51169756572383,69.78376489677434,139.31433614038767,37512.14098301681,37761.242,38010.343016983184,37708.79,37894.96,1,0,0,1,1.0,37922.822867228075
2022-01-29 20:15:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,37858.85,38089.69,37807.9,37997.08,2387.476,20.696072361300487,65.14651714887407,153.1202176230394,37345.16783153494,37666.187,37987.206168465054,37536.57,37938.88,0,0,0,0,0.5,37969.504043524605
2022-01-30 19:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,37813.89,37819.75,37501.16,37531.75,6870.886,16.128683189228987,28.652072477014144,129.5041612836847,37667.24436553545,37877.0885,38086.932634464545,37738.04,38000.0,1,0,0,1,1.0,37712.13916774326
2022-01-30 19:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,37531.75,37630.0,37419.9,37521.74,4463.139,17.963247433824627,28.317898572086037,135.26100690627857,37605.24086384693,37863.909999999996,38122.579136153065,37738.04,38000.0,1,0,0,1,1.0,37710.98779861874
2022-01-30 19:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,37521.36,37580.0,37445.0,37527.31,2444.509,19.666771375234863,28.815415938991976,135.2423635558301,37552.41832903552,37849.515,38146.61167096448,37738.04,38000.0,1,0,0,1,1.0,37710.99152728883
2022-01-30 19:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,37528.0,37600.0,37453.51,37505.73,1804.947,20.99082203920159,28.004444775373415,136.04576615898495,37500.71150690785,37833.527,38166.342493092154,37419.9,38000.0,0,0,1,0,0.5,37392.69084676821
2022-01-31 14:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,37378.85,37499.0,37212.25,37484.04,5306.189,19.30169915391094,65.2228317304327,178.9541780439068,36886.88997293123,37173.903999999995,37460.91802706876,36800.0,37400.0,1,1,0,1,1.0,37435.79083560878
2022-01-31 15:00:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,37484.04,37800.0,37482.37,37678.16,11554.429,21.552277621907642,70.91697920413827,188.85959389791327,36838.5923682782,37199.8395,37561.0866317218,37164.0,37400.0,1,0,0,1,1.0,37437.77191877958
2022-02-02 12:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,38672.46,38720.0,38590.0,38692.33,3409.538,16.953047325999407,65.08166236538798,122.09274991727156,38298.87585404919,38490.2655,38681.65514595081,38413.28,38580.0,1,0,0,1,1.0,38604.41854998346
2022-02-02 14:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,38320.28,38360.63,37750.0,37800.76,25095.66,20.853716947235288,22.777676049975994,165.5972562289613,38106.73175303784,38467.9875,38829.24324696216,38413.28,38725.5,1,0,0,1,1.0,38380.160548754204
2022-02-03 09:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,36936.92,36960.0,36548.72,36594.0,7802.502,15.862569012588057,31.925170112525123,128.64152734295303,36741.72593035933,36945.427500000005,37149.12906964068,36817.94,37084.63,1,0,1,1,1.0,36792.21169453141
2022-02-03 10:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,36593.92,36650.0,36310.0,36426.51,14012.856,19.1775049388154,27.183436671880912,143.73856110417066,36622.01969784599,36924.571,37227.12230215401,36817.94,37084.63,1,0,0,1,1.0,36789.192287779166
2022-02-03 23:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,36970.97,37395.0,36933.15,37289.86,6898.172,18.47551168422706,68.25228642665697,187.33875386339912,36306.93002687639,36764.8045,37222.678973123606,36779.14,37035.36,1,0,0,1,1.0,37072.82775077268
2022-02-05 15:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,41666.01,41875.43,41659.61,41795.35,5571.376,21.97716197788247,70.57546805297766,169.49361926386152,41296.16386586161,41491.8175,41687.47113413839,41300.0,41540.51,1,0,0,1,1.0,41574.40872385277
2022-02-05 17:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,41276.9,41333.08,40975.0,41030.0,9874.528,21.358625972873625,30.25941374195439,195.27631868489368,41163.43008192108,41479.4945,41795.558918078925,41300.0,41875.43,1,0,0,1,1.0,41260.94473626302
2022-02-06 14:15:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,41664.64,41779.0,41664.64,41761.66,2016.438,21.279299380424927,65.4385948138985,114.54863386875512,41470.124904171484,41601.7935,41733.462095828516,41463.74,41835.0,1,1,0,1,1.0,41857.90972677375
2022-02-07 14:15:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42798.61,42966.26,42729.0,42896.83,4021.016,21.169299433241104,65.11024461823038,167.3112125327697,42319.46920054983,42617.9585,42916.44779945017,42450.64,42913.09,1,0,0,1,1.0,42946.55224250655
2022-02-08 04:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,44204.23,44350.0,44171.52,44338.06,3390.211,15.316107445442062,65.58240488919671,167.89863660429688,43684.40881213983,43987.215500000006,44290.02218786018,43815.78,44089.22,1,0,0,1,1.0,44122.79972732086
2022-02-08 05:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,44287.37,44435.49,44249.06,44426.99,2845.278,18.471695142197856,67.25278522734412,162.8330082433093,43749.25668174907,44074.217000000004,44399.177318250935,43815.78,44089.22,1,1,0,1,1.0,44121.786601648666
2022-02-08 05:45:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,44426.99,45086.34,44420.0,44867.12,17175.933,21.766431309682865,77.18478866107817,198.79779336878696,43668.09257297831,44125.7375,44583.382427021694,43815.78,44089.22,1,0,0,1,1.0,44128.97955867376
2022-02-08 15:00:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,43563.3,43567.97,42991.95,43044.02,13981.131,17.87771087897411,34.593232466225004,290.5873283950712,43135.04021378552,43593.001000000004,44050.96178621449,43123.38,43854.28,1,0,0,1,1.0,43065.26253432098
2022-02-08 17:15:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42988.09,43150.0,42748.64,42858.21,6322.422,20.721154749183103,34.693292923822526,316.8868193599729,42898.136236906226,43364.3055,43830.47476309378,42822.0,43690.0,0,0,0,0,0.5,42758.622636128006
2022-02-09 12:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,43791.12,44290.13,43750.0,44270.0,9367.77,11.658965362439474,68.99492648661993,244.15742689297815,43159.060161172565,43594.388,44029.71583882743,43334.79,43734.27,1,1,0,1,1.0,43783.10148537859
2022-02-09 13:00:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,44120.43,44436.44,44025.0,44319.95,6804.461,15.93782389313002,67.19431872329238,261.48278135159876,43066.117522800676,43640.928,44215.738477199324,43334.79,43734.27,1,0,0,1,1.0,43786.566556270314
2022-02-09 19:15:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,44311.28,44690.0,44251.0,44596.6,5334.79,17.06947307724667,70.40171455690678,240.91010978616762,43674.697347168236,44048.138999999996,44421.580652831755,43900.32,44300.0,1,0,0,1,1.0,44348.18202195723
2022-02-09 19:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,44596.6,44704.0,44449.25,44531.18,4879.794,19.03340017319404,67.21965800157959,241.89867337286995,43640.17125300322,44068.107,44496.04274699679,43900.32,44300.0,1,0,0,1,1.0,44348.37973467457
2022-02-10 02:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,44222.36,44268.52,43763.0,43773.22,6300.933,20.747617054001996,31.926143512843268,185.60155031172016,43919.42705058121,44249.7245,44580.021949418784,44005.14,44345.0,1,0,0,1,1.0,43968.01968993765
2022-02-11 18:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,43334.1,43351.16,42650.0,42700.0,14373.406,16.888192394788803,24.412425685983806,245.21303690356567,43080.832330189056,43498.026,43915.21966981094,43411.01,43700.0,1,0,0,1,1.0,43361.96739261929
2022-02-11 18:45:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42699.99,42831.51,42567.0,42652.95,10739.41,20.254034585748826,23.64178746804508,246.59139141045398,42901.43818342793,43444.2095,43986.98081657207,43411.01,43700.0,1,0,0,1,1.0,43361.691721717914
2022-02-12 21:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42414.04,42418.3,41540.0,41930.38,13037.49,21.827398959036245,25.76663800943477,225.7192758189175,42249.23929370474,42642.3995,43035.55970629526,42439.71,42739.18,1,0,0,1,1.0,42394.566144836215
2022-02-13 10:30:00+00:00,SHORT,ADX range + RSI overbought + BB upper touch,42327.98,42626.53,42317.69,42572.85,6211.341,15.85218099558194,65.51561118021976,118.2210779445805,42197.03497175975,42355.15,42513.265028240254,42222.0,42474.64,1,0,0,1,1.0,42498.284215588916
2022-02-13 18:30:00+00:00,LONG,ADX range + RSI oversold + BB lower touch,42275.0,42275.0,41855.0,41940.0,6689.987,19.13733125778082,32.33464134670781,174.19647156944902,42004.641659009445,42365.71949999999,42726.79734099054,42052.54,42383.98,1,0,0,1,1.0,42017.70070568611
