open_time,open,high,low,close,volume
1675194300000,23167.00,23171.10,23146.70,23154.60,1603.493
1675195200000,23154.60,23163.70,23101.40,23111.60,2489.615
1675196100000,23111.70,23120.80,23086.60,23086.60,2297.209
1675197000000,23086.50,23096.00,23035.00,23092.90,5397.866
1675197900000,23093.00,23137.20,23085.20,23090.50,3866.131
1675198800000,23090.40,23115.30,23058.00,23064.30,2121.992
1675199700000,23064.30,23084.10,22855.00,22982.90,18939.989
1675200600000,22982.80,23003.50,22804.00,22870.00,13584.354
1675201500000,22870.00,22945.20,22862.10,22944.00,5260.254
1675202400000,22944.00,22972.40,22888.80,22910.90,4394.788
1675203300000,22910.90,22920.50,22880.50,22891.50,2634.611
1675204200000,22891.50,22980.00,22865.50,22977.80,3673.943
1675205100000,22977.90,23330.00,22974.70,23178.60,22762.287
1675206000000,23178.50,23180.00,23076.20,23100.50,8710.567
1675206900000,23100.50,23132.00,23076.70,23100.50,3884.093
1675207800000,23100.50,23139.90,23094.40,23116.70,2703.857
1675208700000,23116.70,23150.00,23115.60,23119.40,2831.989
1675209600000,23119.50,23161.40,23027.80,23084.60,7865.032
1675210500000,23084.60,23087.60,23022.50,23034.90,2630.741
1675211400000,23034.90,23084.70,22988.00,23071.40,4287.899
1675212300000,23071.30,23104.50,23067.10,23076.20,2329.475
1675213200000,23076.30,23112.60,23073.10,23107.90,1571.860
1675214100000,23107.90,23111.20,23051.00,23056.70,2356.710
1675215000000,23056.60,23154.00,23052.40,23148.60,3634.281
1675215900000,23148.50,23177.70,23112.00,23118.70,3524.627
1675216800000,23118.70,23125.30,23087.70,23092.10,1659.547
1675217700000,23092.10,23102.30,23073.70,23080.10,1887.389
1675218600000,23080.00,23107.30,23073.60,23083.30,1619.830
1675219500000,23083.40,23103.90,23076.10,23102.20,1048.678
1675220400000,23102.30,23105.10,23081.60,23095.00,833.751
1675221300000,23095.00,23097.00,23058.80,23075.50,1884.489
1675222200000,23075.50,23100.20,23028.00,23094.00,2247.147
1675223100000,23094.10,23130.10,23094.00,23127.30,1635.519
1675224000000,23127.40,23138.70,23120.60,23120.60,1612.601
1675224900000,23120.60,23151.80,23101.80,23132.60,2117.041
1675225800000,23132.70,23149.00,23106.00,23142.80,1875.031
1675226700000,23142.90,23143.00,23119.30,23130.00,1040.143
1675227600000,23130.00,23154.20,23128.20,23152.60,1954.736
1675228500000,23153.00,23157.30,23132.10,23155.30,1339.451
1675229400000,23155.30,23160.40,23121.50,23128.90,1465.382
1675230300000,23128.90,23131.60,23105.00,23113.40,1867.010
1675231200000,23113.40,23124.90,23101.00,23112.40,1398.273
1675232100000,23112.50,23112.50,23062.70,23097.20,3068.698
1675233000000,23097.20,23119.70,23078.20,23078.30,1817.918
1675233900000,23078.20,23092.80,23045.70,23059.90,3011.656
1675234800000,23060.00,23076.20,23011.50,23073.00,4972.264
1675235700000,23073.00,23110.60,23068.50,23107.90,2506.715
1675236600000,23107.90,23109.30,23076.60,23081.60,1498.534
1675237500000,23081.60,23088.00,23057.00,23071.00,1523.056
1675238400000,23070.90,23081.80,23045.00,23048.30,2227.092
1675239300000,23048.20,23055.40,22933.80,22962.30,9126.656
1675240200000,22962.30,23000.60,22936.30,22990.10,4241.008
1675241100000,22990.00,23007.60,22963.30,22981.10,2442.706
1675242000000,22981.10,22987.10,22911.30,22986.80,4546.925
1675242900000,22986.80,23014.60,22974.50,23014.60,3310.733
1675243800000,23014.60,23015.40,22967.50,22980.90,1904.220
1675244700000,22980.90,23000.70,22967.00,22992.30,1625.181
1675245600000,22992.30,23003.20,22975.30,22999.40,1579.382
1675246500000,22999.30,23009.40,22970.40,22974.10,1624.198
1675247400000,22974.10,22981.80,22940.00,22979.00,2561.423
1675248300000,22979.00,23004.80,22978.90,22994.00,1495.355
1675249200000,22994.00,23029.10,22985.30,23016.50,2609.340
1675250100000,23016.50,23100.00,23015.00,23087.20,6579.672
1675251000000,23087.30,23093.90,23060.80,23072.10,2969.187
1675251900000,23072.10,23081.80,23052.30,23076.10,1714.292
1675252800000,23076.10,23095.60,23063.90,23095.50,2100.273
1675253700000,23095.60,23109.20,23072.20,23093.00,2350.503
1675254600000,23093.00,23093.00,23075.00,23075.20,1253.597
1675255500000,23075.10,23089.70,23046.00,23058.40,2540.650
1675256400000,23058.30,23067.60,23015.10,23067.60,3779.857
1675257300000,23067.50,23143.60,23064.90,23100.00,9880.703
1675258200000,23100.10,23123.10,23065.70,23066.00,2664.262
1675259100000,23066.00,23102.50,23061.50,23082.40,1617.053
1675260000000,23082.50,23100.80,23076.60,23098.90,1718.608
1675260900000,23098.90,23136.10,23086.50,23088.40,2866.088
1675261800000,23088.30,23124.30,23029.40,23118.00,6992.437
1675262700000,23118.00,23142.50,23086.60,23098.00,5036.142
1675263600000,23098.10,23114.80,23027.60,23070.00,7974.609
1675264500000,23070.00,23077.80,23016.40,23041.90,5027.695
1675265400000,23041.80,23058.20,23005.00,23009.90,2881.338
1675266300000,23010.00,23022.70,22935.30,22975.70,12575.521
1675267200000,22975.60,23024.50,22944.40,23014.10,5038.035
1675268100000,23014.00,23033.80,23003.20,23014.10,2457.408
1675269000000,23014.10,23015.60,22980.60,23005.00,2141.355
1675269900000,23005.10,23008.60,22907.50,23000.80,5420.956
1675270800000,23000.70,23004.70,22966.80,22976.30,2072.785
1675271700000,22976.20,23041.10,22971.60,23006.90,3313.328
1675272600000,23006.90,23017.40,22972.20,22974.00,1817.942
1675273500000,22974.00,22998.30,22924.50,22989.10,4796.689
1675274400000,22989.20,23013.60,22940.10,22964.90,3201.568
1675275300000,22965.00,23116.80,22960.10,23103.90,6637.184
1675276200000,23103.80,23125.00,23036.70,23073.10,6732.495
1675277100000,23073.00,23131.60,23026.00,23073.20,9116.471
1675278000000,23073.30,23234.30,22876.50,23082.90,46096.964
1675278900000,23082.90,23082.90,22997.80,22997.80,7150.544
1675279800000,22997.80,23317.00,22747.00,23260.90,63672.270
1675280700000,23260.80,23495.00,23146.60,23379.90,45802.374
1675281600000,23379.80,23460.00,23330.00,23389.40,19751.738
1675282500000,23389.50,23550.00,23320.00,23549.90,18784.383
1675283400000,23549.90,23650.00,23546.70,23560.00,21692.258
1675284300000,23559.90,23588.00,23480.00,23572.80,12034.247
1675285200000,23572.70,23749.90,23529.00,23697.30,21174.588
1675286100000,23697.20,23799.90,23691.90,23718.90,12529.549
1675287000000,23718.90,23777.60,23690.40,23696.90,7209.487
1675287900000,23696.90,23713.20,23620.60,23684.70,9952.208
1675288800000,23684.80,23768.10,23684.80,23757.60,5733.320
1675289700000,23757.70,23852.40,23712.00,23730.30,8480.024
1675290600000,23730.30,23754.40,23655.10,23659.90,4821.984
1675291500000,23659.90,23733.80,23659.90,23718.50,3426.566
1675292400000,23718.40,23771.60,23700.60,23754.00,4994.504
1675293300000,23754.00,23789.70,23732.90,23764.60,3281.332
1675294200000,23764.80,23772.00,23695.40,23707.50,3242.401
1675295100000,23707.50,23734.00,23678.00,23730.00,2950.564
1675296000000,23730.10,23769.90,23694.50,23722.30,5611.496
1675296900000,23722.20,23800.00,23713.60,23732.70,5598.941
1675297800000,23732.60,24208.80,23730.90,24207.50,36357.876
1675298700000,24207.50,24281.40,24081.10,24194.40,27464.072
1675299600000,24194.40,24216.30,24051.90,24067.80,11596.370
1675300500000,24067.90,24132.00,24051.70,24054.80,6399.087
1675301400000,24054.90,24062.90,23955.90,23992.40,10616.722
1675302300000,23992.40,24000.00,23950.90,23958.60,3448.283
1675303200000,23958.60,23997.70,23939.50,23945.80,4290.605
1675304100000,23945.90,23963.30,23866.50,23916.00,5855.288
1675305000000,23916.00,23925.50,23836.80,23909.00,6221.989
1675305900000,23909.10,23923.20,23883.00,23892.90,2606.787
1675306800000,23892.90,23921.00,23874.10,23896.80,2472.299
1675307700000,23896.80,23899.60,23855.10,23899.50,3007.040
1675308600000,23899.50,23941.50,23895.50,23931.00,2603.796
1675309500000,23931.10,23933.80,23852.10,23852.20,2698.444
1675310400000,23852.10,23879.40,23843.40,23858.40,2741.872
1675311300000,23858.50,23911.00,23851.30,23897.70,2145.090
1675312200000,23897.70,23912.80,23877.80,23904.80,1931.959
1675313100000,23904.80,23912.00,23884.30,23885.90,1838.903
1675314000000,23885.90,23925.00,23879.20,23924.90,1713.610
1675314900000,23925.00,23927.50,23859.00,23864.10,2296.752
1675315800000,23864.10,23876.10,23853.20,23861.70,1399.939
1675316700000,23861.70,23885.40,23803.60,23809.90,3732.099
1675317600000,23809.90,23836.80,23728.90,23751.50,6439.927
1675318500000,23751.50,23778.20,23660.00,23739.60,8536.341
1675319400000,23739.70,23797.50,23737.40,23792.40,3774.618
1675320300000,23792.30,23807.20,23760.00,23793.90,2134.563
1675321200000,23793.90,23835.10,23787.00,23815.50,2929.829
1675322100000,23815.50,23836.80,23806.00,23818.30,1821.545
1675323000000,23818.30,23824.90,23768.50,23768.50,2755.571
1675323900000,23768.50,23792.60,23744.00,23787.00,2749.877
1675324800000,23787.00,23828.90,23773.50,23809.20,2912.908
1675325700000,23809.20,23860.00,23807.30,23846.50,3232.308
1675326600000,23846.50,23852.30,23782.90,23798.90,3715.537
1675327500000,23798.90,23810.00,23792.60,23803.70,1447.561
1675328400000,23803.60,23819.70,23750.40,23755.10,2893.047
1675329300000,23755.20,23784.00,23755.20,23776.60,2324.186
1675330200000,23776.50,23810.80,23775.60,23807.60,1801.191
1675331100000,23807.50,23845.90,23795.00,23839.70,2012.754
1675332000000,23839.80,23842.40,23795.60,23805.80,1871.921
1675332900000,23805.80,23817.40,23802.50,23809.80,869.156
1675333800000,23809.90,23809.90,23772.80,23805.30,1601.809
1675334700000,23805.30,23807.80,23781.00,23785.10,1178.535
1675335600000,23785.00,23824.90,23778.40,23820.00,1718.480
1675336500000,23820.10,23843.00,23806.90,23840.00,2051.902
1675337400000,23840.10,23859.60,23822.00,23842.10,2863.689
1675338300000,23842.00,23842.00,23802.80,23827.00,1791.902
1675339200000,23827.00,23836.50,23795.00,23829.80,2391.212
1675340100000,23829.70,23829.90,23800.00,23816.50,1171.128
1675341000000,23816.40,23822.20,23763.60,23782.20,3022.167
1675341900000,23782.20,23810.90,23775.00,23807.50,2158.035
1675342800000,23807.40,23808.40,23760.20,23784.20,2991.365
1675343700000,23784.10,23819.50,23765.70,23803.60,3119.600
1675344600000,23803.50,23819.70,23740.20,23778.80,5835.531
1675345500000,23778.70,23778.80,23716.00,23773.50,4666.155
1675346400000,23773.50,23815.00,23761.10,23814.00,3674.327
1675347300000,23813.90,23950.00,23800.60,23901.90,14239.829
1675348200000,23902.00,23941.80,23761.70,23768.30,13407.222
1675349100000,23768.40,23852.00,23520.00,23611.80,41234.363
1675350000000,23612.10,23694.50,23559.20,23583.30,18409.657
1675350900000,23583.30,23695.00,23579.30,23680.50,8711.772
1675351800000,23680.50,23832.90,23679.60,23801.30,13831.432
1675352700000,23801.20,23934.00,23778.00,23843.30,13928.849
1675353600000,23843.40,23902.00,23784.40,23801.30,10256.832
1675354500000,23801.30,23865.90,23772.20,23857.90,6050.273
1675355400000,23857.90,23903.00,23782.50,23841.80,8011.275
1675356300000,23841.70,23851.40,23787.20,23790.80,3070.121
1675357200000,23790.70,23840.00,23781.70,23822.30,3033.743
1675358100000,23822.30,23851.90,23814.30,23824.90,2115.032
1675359000000,23824.90,23901.00,23824.90,23887.80,5047.905
1675359900000,23887.90,23940.80,23865.70,23896.70,4440.956
1675360800000,23896.80,24005.70,23894.10,23995.60,8644.600
1675361700000,23995.50,24149.00,23971.30,24010.00,22670.394
1675362600000,24010.00,24120.00,23982.00,24114.70,9205.038
1675363500000,24114.70,24115.20,24055.00,24058.70,3427.624
1675364400000,24058.60,24072.00,23850.00,23899.00,14706.551
1675365300000,23899.00,23907.60,23746.90,23835.50,14942.113
1675366200000,23835.60,23852.00,23723.50,23755.90,10264.755
1675367100000,23755.90,23825.00,23741.80,23804.90,5692.520
1675368000000,23804.80,23820.00,23751.60,23814.40,5597.651
1675368900000,23814.40,23820.00,23769.30,23782.60,3218.973
1675369800000,23782.50,23824.60,23768.00,23783.20,2897.042
1675370700000,23783.20,23878.40,23778.00,23874.90,4422.784
1675371600000,23875.00,23933.50,23709.60,23778.40,15078.293
1675372500000,23778.50,23794.20,23725.50,23759.20,3801.988
