open_time,open,high,low,close,volume
1691341200000,1835.23,1835.39,1833.19,1833.20,13366.963
1691342100000,1833.20,1833.20,1829.77,1831.05,16492.354
1691343000000,1831.04,1833.33,1830.73,1833.26,9118.461
1691343900000,1833.26,1833.50,1831.86,1832.32,5250.298
1691344800000,1832.32,1833.16,1832.32,1832.72,4082.579
1691345700000,1832.72,1833.72,1832.71,1833.39,5195.851
1691346600000,1833.40,1833.73,1832.62,1833.67,5250.267
1691347500000,1833.67,1834.00,1832.05,1832.46,4354.209
1691348400000,1832.47,1832.89,1831.57,1832.88,5612.736
1691349300000,1832.88,1833.35,1831.30,1831.85,6065.294
1691350200000,1831.86,1831.86,1830.86,1830.86,3327.604
1691351100000,1830.86,1831.77,1830.80,1831.26,2994.376
1691352000000,1831.26,1831.96,1830.83,1830.83,4530.795
1691352900000,1830.83,1831.52,1830.12,1830.41,7259.337
1691353800000,1830.41,1830.42,1830.24,1830.26,1771.453
1691354700000,1830.27,1832.47,1830.12,1831.72,8972.625
1691355600000,1831.73,1837.48,1831.72,1834.98,37989.362
1691356500000,1834.98,1837.00,1833.44,1834.72,12852.477
1691357400000,1834.73,1834.73,1832.61,1832.61,6519.962
1691358300000,1832.61,1832.62,1828.07,1829.48,18931.354
1691359200000,1829.48,1831.80,1827.17,1830.77,24016.122
1691360100000,1830.78,1833.60,1829.94,1832.02,18708.456
1691361000000,1832.02,1832.84,1830.84,1831.03,5791.227
1691361900000,1831.03,1831.15,1828.83,1829.26,6060.383
1691362800000,1829.26,1829.57,1827.00,1827.64,11554.874
1691363700000,1827.65,1829.04,1826.93,1828.60,9833.341
1691364600000,1828.60,1829.23,1828.16,1828.55,4709.070
1691365500000,1828.55,1829.72,1828.38,1829.38,3922.979
1691366400000,1829.39,1831.36,1829.25,1831.35,7585.619
1691367300000,1831.36,1831.58,1829.33,1829.34,5876.442
1691368200000,1829.33,1830.71,1825.32,1830.41,30798.538
1691369100000,1830.41,1830.70,1828.31,1829.37,7066.503
1691370000000,1829.37,1833.89,1829.20,1832.32,15924.382
1691370900000,1832.33,1845.44,1832.33,1842.00,85143.090
1691371800000,1842.00,1844.48,1837.85,1838.22,43155.449
1691372700000,1838.23,1841.29,1838.22,1840.43,16246.408
1691373600000,1840.44,1842.14,1839.56,1839.56,16615.546
1691374500000,1839.57,1842.74,1839.46,1842.00,12422.335
1691375400000,1842.01,1842.79,1840.67,1842.27,13511.188
1691376300000,1842.27,1844.49,1842.26,1843.95,17386.747
1691377200000,1843.96,1846.86,1841.04,1841.44,36751.198
1691378100000,1841.43,1842.38,1841.11,1841.62,10381.699
1691379000000,1841.62,1841.80,1839.60,1839.74,10990.807
1691379900000,1839.75,1839.99,1837.82,1837.90,13869.039
1691380800000,1837.91,1840.00,1837.29,1839.90,18113.396
1691381700000,1839.90,1841.35,1839.75,1841.35,6396.189
1691382600000,1841.34,1841.35,1840.06,1840.63,6268.109
1691383500000,1840.63,1841.14,1840.12,1840.81,5401.908
1691384400000,1840.81,1840.96,1839.86,1840.07,10981.741
1691385300000,1840.08,1840.81,1838.81,1840.18,7528.805
1691386200000,1840.18,1841.79,1839.50,1839.97,10908.657
1691387100000,1839.97,1840.46,1838.76,1838.76,7327.168
1691388000000,1838.77,1838.81,1836.39,1836.78,15552.675
1691388900000,1836.78,1837.20,1833.03,1834.27,22445.556
1691389800000,1834.27,1835.19,1831.55,1832.67,27864.776
1691390700000,1832.68,1833.31,1831.20,1831.41,18161.211
1691391600000,1831.41,1833.82,1831.17,1833.56,17705.433
1691392500000,1833.56,1835.51,1833.56,1834.31,11553.421
1691393400000,1834.31,1835.60,1834.31,1835.26,4339.254
1691394300000,1835.27,1836.27,1834.17,1836.18,8392.039
1691395200000,1836.18,1836.46,1835.32,1835.33,9241.235
1691396100000,1835.33,1836.01,1834.80,1834.80,6087.433
1691397000000,1834.81,1835.37,1833.81,1833.81,10600.354
1691397900000,1833.81,1834.25,1832.63,1832.63,9251.757
1691398800000,1832.63,1833.39,1831.84,1832.56,10977.839
1691399700000,1832.55,1834.77,1832.39,1834.77,8677.296
1691400600000,1834.76,1835.73,1834.27,1834.28,7434.998
1691401500000,1834.27,1835.77,1834.27,1834.88,5642.369
1691402400000,1834.88,1835.18,1833.97,1833.97,6070.669
1691403300000,1833.97,1834.54,1832.97,1832.97,7216.650
1691404200000,1832.98,1835.91,1832.68,1835.90,9950.612
1691405100000,1835.91,1836.88,1834.71,1836.83,12464.257
1691406000000,1836.83,1836.84,1836.20,1836.21,4455.037
1691406900000,1836.21,1836.21,1834.56,1834.57,4244.667
1691407800000,1834.56,1834.73,1834.00,1834.01,4197.029
1691408700000,1834.01,1834.42,1833.48,1833.55,4701.508
1691409600000,1833.55,1833.55,1832.39,1832.69,10508.008
1691410500000,1832.69,1832.74,1831.46,1831.46,15086.783
1691411400000,1831.46,1832.89,1831.24,1832.20,17043.283
1691412300000,1832.19,1836.95,1831.21,1832.72,37001.451
1691413200000,1832.72,1834.66,1831.53,1832.45,25395.152
1691414100000,1832.45,1832.58,1829.34,1830.73,28085.994
1691415000000,1830.72,1832.08,1829.00,1829.61,27113.979
1691415900000,1829.61,1831.52,1827.17,1827.49,25830.638
1691416800000,1827.49,1830.26,1826.01,1829.67,33541.216
1691417700000,1829.67,1830.78,1826.18,1827.36,22882.961
1691418600000,1827.36,1832.49,1825.73,1829.60,28657.209
1691419500000,1829.59,1830.86,1828.09,1829.09,10446.577
1691420400000,1829.09,1829.51,1825.06,1827.13,30858.501
1691421300000,1827.13,1827.14,1820.00,1822.78,76288.715
1691422200000,1822.78,1823.54,1817.01,1819.81,87272.062
1691423100000,1819.80,1819.81,1812.30,1817.41,85388.618
1691424000000,1817.42,1817.89,1803.00,1808.51,207581.798
1691424900000,1808.51,1820.09,1800.00,1816.59,172486.325
1691425800000,1816.59,1817.50,1810.41,1813.09,37505.409
1691426700000,1813.09,1816.51,1810.80,1814.99,33670.605
1691427600000,1815.00,1817.73,1813.80,1816.97,23974.064
1691428500000,1816.96,1818.17,1804.00,1808.09,35979.866
1691429400000,1808.09,1812.60,1805.26,1811.41,72393.390
1691430300000,1811.41,1814.44,1810.80,1814.29,25271.136
1691431200000,1814.30,1825.00,1812.76,1823.24,78864.438
1691432100000,1823.24,1831.00,1822.74,1827.00,71402.075
1691433000000,1827.01,1827.98,1823.23,1823.93,20843.510
1691433900000,1823.93,1824.11,1820.91,1821.40,16747.205
1691434800000,1821.41,1821.79,1820.84,1821.20,9626.898
1691435700000,1821.20,1821.27,1816.63,1817.22,24680.805
1691436600000,1817.23,1821.34,1816.95,1821.25,14205.419
1691437500000,1821.25,1825.20,1821.15,1824.68,15626.274
1691438400000,1824.69,1826.12,1822.99,1823.39,18099.634
1691439300000,1823.39,1825.00,1822.34,1824.38,8528.433
1691440200000,1824.38,1825.83,1823.96,1825.31,8475.042
1691441100000,1825.31,1827.12,1825.21,1827.02,8985.331
1691442000000,1827.02,1827.76,1824.95,1825.15,11777.351
